Unnamed: 0,project_id,property_type,sqft,zip,region,has_wood_frame,has_vert_wood_frame,has_horz_wood_frame,wf_vertconst,wf_horzconst,has_concrete,has_glu,num_floors,num_tenants,age,property_type_encoded
0,451165,Retail,12808,46123.0,2,0,0,0,"[""Conventional steel framing, isolated CMU, steel stud partition framing""]","[""No upper floors present""]",1,0,1.0,4.0,,3
1,350106,Retail,10958,43055.0,2,1,0,1,"[""Concrete masonry unit load bearing walls with interior steel columns"", ""Light-gauge steel""]","[""Wood-framing with wood decking""]",1,0,1.0,1.0,,3
2,384179,Retail,13,46360.0,2,0,0,0,"[""Steel-framed""]","[""Open-web steel joists with steel decking""]",0,0,1.0,1.0,,3
3,402102,Retail,82,6902.0,1,0,0,0,"[""Steel-framed""]","[""Steel-framed with steel decking and concrete topping""]",1,0,1.0,1.0,,3
4,417214,Retail,11204,44062.0,2,0,0,0,"[""CMU load bearing walls, steel columns, steel stud partition framing""]","[""No upper floors present""]",1,0,1.0,1.0,,3
5,323987,Retail,25,94114.0,2,0,0,0,"[""Cast-in-place exterior concrete walls & interior columns, steel stud partition framing""]","[""Cast-in-place concrete with post tension concrete slabs""]",1,0,2.0,3.0,,3
6,409030,Retail,45919,33624.0,3,0,0,0,"[""Concrete tilt-up perimeter walls with interior steel columns""]","[""Other"", ""a mezzanine level located at the southeast corner of the structure. ""]",1,0,1.0,1.0,,3
7,424356,Retail,17,95212.0,2,0,0,0,"[""Cast-in-place concrete""]","[""No upper floors present""]",1,0,1.0,1.0,,3
8,509677,Retail,10500,72512.0,3,0,0,0,"[""Conventional steel framing, isolated CMU, steel stud partition framing""]","[""No upper floors present""]",1,0,1.0,1.0,,3
9,376933,Retail,3231,92672.0,2,0,0,0,"[""Steel-framed""]","[""No upper floors present""]",0,0,1.0,1.0,,3
10,391598,Retail,12467,37354.0,3,0,0,0,"[""Masonry wythe bearing walls, steel columns, steel stud partition framing""]","[""No upper floors present""]",0,0,1.0,1.0,,3
11,494184,Retail,2000,77598.0,4,0,0,0,"[""CMU load bearing walls, steel columns, steel stud partition framing""]","[""Open-web steel joists and metal decking with concrete fill""]",1,0,2.0,0.0,,3
12,507879,Retail,45200,78207.0,4,0,0,0,"[""Precast concrete wall panels, concrete columns, steel stud partition framing""]","[""Mezzanine: Steel-framed and metal grating""]",1,0,1.0,1.0,,3
13,573301,Retail,10531,73028.0,4,0,0,0,"[""Pre-engineered steel structure""]","[""No upper floors present""]",0,0,1.0,1.0,,3
14,576666,Retail,9984,79835.0,4,0,0,0,"[""Steel-framed""]","[""No upper floors present""]",0,0,1.0,1.0,,3
15,579819,Retail,10640,60960.0,2,0,0,0,"[""Pre-engineered steel structure""]","[""No upper floors present""]",0,0,1.0,1.0,,3
16,578996,Retail,2586,29853.0,3,0,0,0,"[""Cast-in-place exterior concrete walls & interior columns, steel stud partition framing""]","[""No upper floors present""]",1,0,1.0,1.0,35.0,3
17,579418,Retail,10640,54745.0,2,0,0,0,"[""Pre-engineered steel structure""]","[""No upper floors present""]",0,0,1.0,1.0,1.0,3
18,579415,Retail,10640,53910.0,2,0,0,0,"[""Pre-engineered steel structure""]","[""No upper floors present""]",0,0,1.0,1.0,1.0,3
19,578998,Retail,3370,29945.0,3,0,0,0,"[""CMU load bearing walls, steel columns, steel stud partition framing""]","[""No upper floors present""]",1,0,1.0,1.0,,3
20,579417,Retail,10750,54111.0,2,0,0,0,"[""Pre-engineered steel structure""]","[""No upper floors present""]",0,0,1.0,1.0,,3
21,578277,Retail,10500,77662.0,4,0,0,0,"[""Conventional steel framing, isolated CMU, steel stud partition framing""]","[""No upper floors present""]",1,0,1.0,1.0,,3
22,577861,Retail,10640,64866.0,2,0,0,0,"[""Pre-engineered steel structure""]","[""No upper floors present""]",0,0,1.0,1.0,,3
23,578997,Retail,2410,29210.0,3,0,0,0,"[""CMU load bearing walls, steel columns, steel stud partition framing""]","[""No upper floors present""]",1,0,1.0,1.0,,3
24,363231,Retail,12738,12189.0,1,0,0,0,"[""Concrete masonry unit load bearing walls with interior steel columns""]","[""Steel-framed with steel decking""]",1,0,1.0,1.0,,3
25,441621,Retail,2950,79936.0,4,1,1,0,"[""Wood post-and-beam framing, wood stud framing""]","[""No upper floors present""]",0,0,1.0,1.0,,3
26,564422,Retail,10500,32420.0,3,0,0,0,"[""Conventional steel framing, isolated CMU, steel stud partition framing""]","[""No upper floors present""]",1,0,1.0,0.0,,3
27,564427,Retail,10607,35960.0,3,0,0,0,"[""Pre-engineered steel structure"", ""Conventional steel framing, isolated CMU, steel stud partition framing""]","[""No upper floors present""]",1,0,1.0,1.0,,3
28,565640,Retail,10500,27892.0,3,0,0,0,"[""Pre-engineered steel structure""]","[""No upper floors present""]",0,0,1.0,1.0,,3
29,564096,Retail,97582,61354.0,2,0,0,0,"[""Concrete masonry unit load bearing walls with interior steel columns""]","[""No upper floors present""]",1,0,1.0,1.0,,3
30,370368,Retail,42,97302.0,2,0,0,0,"[""CMU load bearing walls, steel columns, steel stud partition framing""]","[""No upper floors present""]",1,0,1.0,1.0,,3
31,417709,Retail,6400,80921.0,2,0,0,0,"[""Steel-framed""]","[""No upper floors present""]",0,0,1.0,1.0,,3
34,452936,Retail,4200,90069.0,2,1,0,1,"[""Concrete masonry unit load bearing walls with interior steel columns""]","[""Wood-framing with wood decking and concrete topping""]",1,0,2.0,1.0,,3
36,448870,Retail,3600,7440.0,1,0,0,0,"[""Steel-framed""]","[""No upper floors present""]",0,0,1.0,1.0,,3
37,444352,Retail,3830,88011.0,4,0,1,0,"[""Conventional wood stud platform with isolated CMU""]","[""No upper floors present""]",1,0,1.0,1.0,,3
38,427876,Retail,5000,37167.0,3,0,0,0,"[""Steel-framed""]","[""No upper floors present""]",0,0,1.0,1.0,,3
39,454075,Retail,96000,60462.0,2,0,0,0,"[""Concrete masonry unit load bearing walls with interior steel columns""]","[""No upper floors present""]",1,0,1.0,11.0,,3
40,415095,Retail,7265,28086.0,3,0,0,0,"[""CMU load bearing walls, steel columns, steel stud partition framing""]","[""No upper floors present""]",1,0,1.0,1.0,,3
42,434387,Retail,20,18042.0,1,0,0,0,"[""Steel-framed""]","[""Steel-framed with steel decking and concrete topping""]",1,0,1.0,,,3
43,496569,Retail,43249,98444.0,2,1,0,1,"[""Tilt-up concrete walls & CIP columns, steel stud framing""]","[""Conventional wood frame and wood decking ""]",1,0,2.0,,,3
44,473083,Retail,7765,78516.0,4,0,0,0,"[""Pre-fab metal""]","[""No upper floors present""]",0,0,1.0,1.0,,3
45,357520,Retail,10282,77020.0,4,0,0,0,"[""Steel-framed""]","[""Steel-framed with steel decking""]",0,0,1.0,1.0,,3
46,350714,Retail,15,33137.0,3,0,0,0,"[""CMU load bearing walls, steel columns, steel stud partition framing""]","[""Conventional steel frame and metal deck with concrete fill""]",1,0,2.0,3.0,,3
47,407612,Retail,9572,79764.0,4,0,0,0,"[""Steel-framed""]","[""No upper floors present""]",0,0,1.0,1.0,,3
48,416382,Retail,16,72206.0,3,0,0,0,"[""Light-gauge steel""]","[""No upper floors present""]",0,0,1.0,2.0,,3
49,435378,Retail,9100,88030.0,4,0,0,0,"[""Concrete masonry unit load bearing walls with interior steel columns"", ""Steel-framed""]","[""No upper floors present""]",1,0,1.0,1.0,,3
50,442567,Retail,32788,38103.0,3,1,0,1,"[""Concrete masonry unit load bearing walls with interior steel columns""]","[""Wood-framing with wood decking and concrete topping""]",1,0,2.0,2.0,,3
51,459274,Retail,40017,53224.0,2,0,0,0,"[""CMU load bearing walls, steel columns, steel stud partition framing""]","[""Conventional steel frame and metal deck with concrete fill""]",1,0,2.0,1.0,,3
52,395938,Retail,7512,68110.0,2,0,0,0,"[""Steel-framed""]","[""No upper floors present""]",0,0,1.0,1.0,,3
54,456831,Retail,5500,75061.0,4,1,1,0,"[""Wood-framed""]","[""No upper floors present""]",0,0,1.0,2.0,,3
55,590970,Retail,10532,30450.0,3,0,0,0,"[""Pre-engineered steel structure""]","[""No upper floors present""]",0,0,1.0,1.0,0.0,3
56,474588,Retail,10566,47542.0,2,0,0,0,"[""Conventional steel framing, isolated CMU, steel stud partition framing""]","[""No upper floors present""]",1,0,1.0,1.0,,3
57,508034,Retail,121148,29223.0,3,0,0,0,"[""CMU load bearing walls, steel columns, steel stud partition framing""]","[""No upper floors present""]",1,0,1.0,1.0,,3
59,366507,Retail,40,91101.0,2,0,0,0,"[""Other"", ""Cast-in place reinforced concrete perimeter bearing walls""]","[""Cast-in-place concrete with concrete decking""]",1,0,2.0,4.0,,3
60,384269,Retail,87,84015.0,2,0,0,0,"[""Tilt-up concrete walls & CIP columns, steel stud framing""]","[""Light-gauge steel and metal decking with concrete fill""]",1,0,1.0,1.0,,3
61,508029,Retail,8320,84654.0,2,0,0,0,"[""Conventional steel framing, isolated CMU, steel stud partition framing""]","[""No upper floors present""]",1,0,1.0,1.0,,3
62,382805,Retail,16,80206.0,2,0,0,0,"[""Masonry wythe bearing walls, steel columns, steel stud partition framing""]","[""Open-web steel joists and metal decking with concrete fill""]",1,0,3.0,6.0,,3
63,492992,Retail,3500,87507.0,4,0,0,0,"[""Light-gauge steel studs, CMU center core""]","[""No upper floors present""]",1,0,1.0,1.0,,3
64,414412,Retail,4623,11101.0,1,0,0,0,"[""Conventional steel framing, isolated CMU, steel stud partition framing""]","[""Conventional steel frame and metal deck with concrete fill""]",1,0,2.0,1.0,,3
65,373716,Retail,37,33761.0,3,0,0,0,"[""Concrete tilt-up perimeter walls with interior steel columns""]","[""No upper floors present""]",1,0,1.0,16.0,,3
66,365255,Retail,43,48603.0,2,1,0,1,"[""CMU load bearing walls, steel columns, steel stud partition framing""]","[""Conventional wood frame and wood decking ""]",1,0,1.0,1.0,,3
67,302639,Retail,74,14411.0,1,0,0,0,"[""CMU load bearing walls, steel columns, steel stud partition framing""]","[""Conventional steel frame and metal deck with concrete fill""]",1,0,1.0,5.0,,3
69,458624,Retail,10132,15216.0,1,0,0,0,"[""Concrete masonry unit load bearing walls with interior steel columns""]","[""No upper floors present""]",1,0,1.0,1.0,,3
70,335481,Retail,1770,37146.0,3,0,0,0,"[""Precast concrete wall panels, steel columns, steel stud framing""]","[""Cast-in-place concrete with post tension concrete slabs""]",1,0,1.0,1.0,,3
71,518483,Retail,10500,71454.0,3,0,0,0,"[""Conventional steel framing, isolated CMU, steel stud partition framing""]","[""No upper floors present""]",1,0,1.0,1.0,,3
72,541840,Retail,54232,85213.0,4,0,0,0,"[""CMU load bearing walls, steel columns, steel stud partition framing""]","[""Light-gauge steel and metal decking with concrete fill""]",1,0,450.0,0.0,,3
73,541839,Retail,58000,85209.0,4,0,0,0,"[""CMU load bearing walls, steel columns, steel stud partition framing""]","[""No upper floors present""]",1,0,1.0,0.0,,3
74,508031,Retail,12600,45663.0,2,0,0,0,"[""Conventional steel framing, isolated CMU, steel stud partition framing""]","[""No upper floors present""]",1,0,1.0,1.0,,3
75,507948,Retail,59373,70785.0,3,0,0,0,"[""CMU load bearing walls, steel columns, steel stud partition framing""]","[""No upper floors present""]",1,0,1.0,0.0,,3
76,507893,Retail,19185,67010.0,2,0,0,0,"[""CMU load bearing walls, steel columns, steel stud partition framing""]","[""No upper floors present""]",1,0,1.0,1.0,,3
77,471359,Retail,10981,65025.0,2,0,0,0,"[""Steel-framed""]","[""No upper floors present""]",0,0,1.0,1.0,,3
78,473146,Retail,1578,68122.0,2,0,1,0,"[""Conventional wood stud platform""]","[""Conventional steel frame and metal deck with concrete fill""]",1,0,1.0,1.0,,3
79,382228,Retail,9170,38016.0,3,0,0,0,"[""Steel-framed""]","[""No upper floors present""]",0,0,1.0,1.0,,3
81,436992,Retail,108054,77414.0,4,1,0,1,"[""Concrete tilt-up perimeter walls with interior steel columns""]","[""Wood-framing with wood decking""]",1,0,1.0,9.0,,3
82,418458,Retail,2250,79549.0,4,0,0,0,"[""Steel-framed""]","[""No upper floors present""]",0,0,1.0,1.0,,3
83,428748,Retail,45,29710.0,3,0,0,0,"[""Concrete masonry unit load bearing walls with interior steel columns""]","[""No upper floors present""]",1,0,1.0,10.0,,3
84,413282,Retail,8600,33135.0,3,0,0,0,"[""Concrete masonry unit load bearing walls with interior steel columns""]","[""Steel-framed with steel decking and concrete topping""]",1,0,2.0,1.0,,3
85,443042,Retail,2916,48188.0,2,1,1,0,"[""Wood-framed""]","[""No upper floors present""]",0,0,1.0,1.0,,3
86,382568,Retail,10,91105.0,2,0,0,0,"[""Masonry wythe bearing walls, steel columns, steel stud partition framing""]","[""No upper floors present""]",0,0,1.0,1.0,,3
88,406319,Retail,6000,48336.0,2,0,0,0,"[""Concrete masonry unit load bearing walls with interior steel columns""]","[""Steel-framed with steel decking""]",1,0,1.0,1.0,,3
89,443562,Retail,11944,49007.0,2,0,0,0,"[""CMU load-bearing exterior wall, concrete columns, steel stud partition framing""]","[""No upper floors present""]",1,0,1.0,1.0,,3
91,324357,Retail,8000,49203.0,2,0,0,0,"[""Concrete masonry unit load bearing walls with interior steel columns""]","[""Steel-framed with steel decking and concrete topping""]",1,0,1.0,1.0,,3
92,390016,Retail,24,33139.0,3,0,0,0,"[""CMU load bearing walls, steel columns, steel stud partition framing""]","[""Open-web steel joists and metal decking with concrete fill""]",1,0,2.0,1.0,,3
94,350733,Retail,21,33137.0,3,0,0,0,"[""CMU load-bearing exterior wall, concrete columns, steel stud partition framing""]","[""Cast-in-place concrete with post tension concrete slabs""]",1,0,3.0,2.0,,3
95,414578,Retail,9180,41169.0,3,0,0,0,"[""Pre-fab metal""]","[""No upper floors present""]",0,0,1.0,1.0,,3
97,441727,Retail,16,90028.0,2,1,0,1,"[""Concrete masonry unit load bearing walls with interior steel columns""]","[""Wood-framing with wood decking""]",1,0,1.0,9.0,,3
98,350098,Retail,10916,30165.0,3,0,0,0,"[""Concrete masonry unit load bearing walls with interior steel columns""]","[""Open-web steel joists with steel decking""]",1,0,1.0,1.0,,3
99,550552,Retail,2266,28779.0,3,0,0,0,"[""Pre-engineered steel structure""]","[""Conventional steel frame and metal deck with concrete fill""]",1,0,1.0,1.0,,3
100,297390,Retail,1676,51301.0,2,1,1,0,"[""Wood-framed""]","[""Cast-in-place concrete with concrete decking""]",1,0,1.0,1.0,,3
101,453420,Retail,9100,34208.0,3,0,0,0,"[""Pre-fab metal""]","[""No upper floors present""]",0,0,1.0,1.0,,3
102,327450,Retail,1560,64063.0,2,0,0,0,"[""Conventional steel framing, isolated CMU, steel stud partition framing""]","[""Conventional steel frame and metal deck with concrete fill""]",1,0,1.0,1.0,,3
103,456905,Retail,101532,60411.0,2,0,0,0,"[""Concrete tilt-up perimeter walls with interior steel columns""]","[""No upper floors present""]",1,0,1.0,9.0,,3
104,464409,Retail,22152,77037.0,4,0,0,0,"[""CMU load bearing walls, steel columns, steel stud partition framing""]","[""No upper floors present""]",1,0,1.0,1.0,,3
105,463117,Retail,3600,29053.0,3,0,0,0,"[""CMU load bearing walls, steel columns, steel stud partition framing""]","[""No upper floors present""]",1,0,1.0,1.0,,3
106,449591,Retail,40000,94928.0,2,0,0,0,"[""Conventional steel framing, isolated CMU, steel stud partition framing""]","[""No upper floors present""]",1,0,1.0,1.0,,3
107,527957,Retail,49680,84094.0,2,0,0,0,"[""CMU load bearing walls, steel columns, steel stud partition framing""]","[""Cast-in-place concrete with concrete decking""]",1,0,1.0,1.0,,3
108,470570,Retail,3040,81047.0,2,1,1,0,"[""Wood post-and-beam framing, wood stud framing""]","[""No upper floors present""]",0,0,1.0,1.0,,3
109,470567,Retail,2402,81212.0,2,0,0,0,"[""CMU load-bearing exterior wall, concrete columns, steel stud partition framing""]","[""No upper floors present""]",1,0,1.0,1.0,,3
110,473517,Retail,9605,61364.0,2,1,0,1,"[""Steel-framed""]","[""Wood-framing with wood decking""]",0,0,1.0,1.0,,3
111,473777,Retail,4500,3038.0,1,0,0,0,"[""Concrete masonry unit load bearing walls with interior steel columns""]","[""No upper floors present""]",1,0,1.0,1.0,,3
112,378084,Retail,20,64640.0,2,1,1,0,"[""Wood-framed""]","[""No upper floors present""]",0,0,1.0,1.0,,3
113,567667,Retail,18984,15904.0,1,0,0,0,"[""Concrete masonry unit load bearing walls with interior steel columns""]","[""No upper floors present""]",1,0,1.0,1.0,,3
114,523903,Retail,10500,80654.0,2,0,0,0,"[""Conventional steel framing, isolated CMU, steel stud partition framing""]","[""No upper floors present""]",1,0,1.0,1.0,,3
115,350109,Retail,10000,8533.0,1,0,0,0,"[""Steel-framed""]","[""Steel-framed with steel decking""]",0,0,1.0,1.0,,3
116,507998,Retail,16450,33912.0,3,0,0,0,"[""Conventional steel framing, isolated CMU, steel stud partition framing""]","[""No upper floors present""]",1,0,1.0,,,3
117,537507,Retail,10500,77905.0,4,0,0,0,"[""Conventional steel framing, isolated CMU, steel stud partition framing""]","[""No upper floors present""]",1,0,1.0,1.0,,3
118,415373,Retail,2164,84604.0,2,0,1,0,"[""Conventional wood stud platform with isolated CMU""]","[""No upper floors present""]",1,0,1.0,1.0,,3
120,350150,Retail,180,60443.0,2,0,0,0,"[""CMU load bearing walls, steel columns, steel stud partition framing""]","[""Conventional steel frame and metal deck with concrete fill""]",1,0,2.0,30.0,,3
121,325266,Retail,135,33034.0,3,0,0,0,"[""Concrete masonry unit load bearing walls with interior steel columns""]","[""Open-web steel joists with steel decking""]",1,0,2.0,11.0,,3
122,579835,Retail,10640,31794.0,3,0,0,0,"[""Pre-engineered steel structure""]","[""No upper floors present""]",0,0,1.0,1.0,,3
123,578979,Retail,2302,28527.0,3,0,0,0,"[""CMU load bearing walls, steel columns, steel stud partition framing""]","[""No upper floors present""]",1,0,1.0,1.0,,3
124,578967,Retail,2384,29205.0,3,0,0,0,"[""CMU load-bearing exterior wall, concrete columns, steel stud partition framing""]","[""No upper floors present""]",1,0,1.0,1.0,,3
125,578970,Retail,2432,29169.0,3,0,0,0,"[""CMU load bearing walls, steel columns, steel stud partition framing""]","[""No upper floors present""]",1,0,1.0,1.0,,3
126,489788,Retail,2552,77346.0,4,0,0,0,"[""Steel-framed"", ""Light-gauge steel""]","[""No upper floors present""]",0,0,1.0,1.0,,3
127,374283,Retail,22,73110.0,4,0,0,0,"[""CMU load bearing walls, steel columns, steel stud partition framing""]","[""No upper floors present""]",1,0,1.0,1.0,,3
128,459126,Retail,10500,72641.0,3,0,0,0,"[""Conventional steel framing, isolated CMU, steel stud partition framing""]","[""No upper floors present""]",1,0,1.0,2.0,,3
129,383231,Retail,10,68046.0,2,1,1,0,"[""Wood-framed""]","[""No upper floors present""]",0,0,1.0,1.0,,3
130,568547,Retail,9100,46615.0,2,0,0,0,"[""Pre-fab metal""]","[""No upper floors present""]",0,0,1.0,1.0,,3
131,577627,Retail,11500,29927.0,3,0,0,0,"[""Pre-engineered steel structure"", ""Conventional steel framing, isolated CMU, steel stud partition framing""]","[""No upper floors present""]",1,0,1.0,1.0,,3
132,574503,Retail,10566,64861.0,2,0,0,0,"[""Pre-engineered steel structure""]","[""No upper floors present""]",0,0,1.0,1.0,,3
133,446605,Retail,12448,33462.0,3,0,0,0,"[""CMU load-bearing exterior wall, concrete columns, steel stud partition framing""]","[""Mezzanine: Steel-framed and metal grating""]",1,0,1.0,1.0,,3
134,522697,Retail,34569,45240.0,2,0,0,0,"[""CMU load bearing walls, steel columns, steel stud partition framing""]","[""No upper floors present""]",1,0,1.0,1.0,,3
135,522226,Retail,10500,75974.0,4,0,0,0,"[""Conventional steel framing, isolated CMU, steel stud partition framing""]","[""No upper floors present""]",1,0,1.0,1.0,,3
136,522695,Retail,36093,84062.0,2,0,0,0,"[""Precast concrete wall panels, steel columns, steel stud framing""]","[""No upper floors present""]",1,0,1.0,1.0,,3
137,433449,Retail,49,93561.0,2,0,0,0,"[""Concrete masonry unit load bearing walls with interior steel columns""]","[""No upper floors present""]",1,0,1.0,1.0,,3
138,443240,Retail,57,1510.0,1,0,0,0,"[""Concrete masonry unit load bearing walls with interior steel columns""]","[""No upper floors present""]",1,0,1.0,1.0,,3
139,484097,Retail,10590,73077.0,4,0,0,0,"[""Conventional steel framing, isolated CMU, steel stud partition framing""]","[""No upper floors present""]",1,0,1.0,1.0,,3
140,483611,Retail,11000,17522.0,1,0,0,0,"[""Conventional steel framing, isolated CMU, steel stud partition framing""]","[""Mezzanine: Steel-framed and metal grating""]",1,0,1.0,1.0,,3
141,547554,Retail,9249,60617.0,2,0,0,0,"[""Concrete masonry unit load bearing walls with interior steel columns""]","[""No upper floors present""]",1,0,1.0,1.0,,3
142,445787,Retail,10500,67349.0,2,0,1,0,"[""Conventional wood stud platform""]","[""No upper floors present""]",0,0,1.0,1.0,,3
143,382092,Retail,12,2871.0,1,0,0,0,"[""Steel-framed""]","[""Steel-framed with steel decking""]",0,0,1.0,,,3
144,429293,Retail,22,60174.0,2,0,0,0,"[""CMU load bearing walls, steel columns, steel stud partition framing""]","[""Mezzanine: Steel-framed and metal grating""]",1,0,1.0,1.0,,3
145,407712,Retail,61,53590.0,2,0,0,0,"[""Concrete masonry unit load bearing walls with interior steel columns""]","[""No upper floors present""]",1,0,1.0,1.0,,3
146,381967,Retail,14,66226.0,2,0,0,0,"[""Concrete masonry unit load bearing walls with interior steel columns""]","[""No upper floors present""]",1,0,1.0,1.0,,3
147,446563,Retail,13218,11570.0,1,0,0,0,"[""Concrete masonry unit load bearing walls with interior steel columns""]","[""Steel-framed with steel decking and concrete topping""]",1,0,3.0,2.0,,3
149,573321,Retail,7300,61614.0,2,1,1,1,"[""Wood post-and-beam framing, wood stud framing""]","[""Wood plank-and-beam framing""]",0,0,1.0,1.0,,3
150,574362,Retail,10488,86025.0,4,0,0,0,"[""Conventional steel framing, isolated CMU, steel stud partition framing""]","[""No upper floors present""]",1,0,1.0,1.0,,3
151,562789,Retail,10500,53805.0,2,0,0,0,"[""Pre-engineered steel structure""]","[""No upper floors present""]",0,0,1.0,1.0,,3
152,410170,Retail,86,29072.0,3,1,0,1,"[""CMU load bearing walls, steel columns, steel stud partition framing""]","[""Conventional wood frame and wood decking ""]",1,0,1.0,1.0,,3
153,583567,Retail,29776,77053.0,4,0,0,0,"[""Pre-fab metal""]","[""No upper floors present""]",0,0,1.0,1.0,,3
154,562717,Retail,7810,75640.0,4,0,0,0,"[""Steel-framed""]","[""No upper floors present""]",0,0,1.0,1.0,,3
155,414285,Retail,8316,73527.0,4,0,0,0,"[""Steel-framed""]","[""No upper floors present""]",0,0,1.0,1.0,,3
156,578965,Retail,4265,29182.0,2,0,0,0,"[""Pre-engineered steel structure""]","[""No upper floors present""]",0,0,1.0,1.0,33.0,3
157,578978,Retail,2734,28560.0,3,0,0,0,"[""Conventional steel framing, isolated CMU, steel stud partition framing""]","[""No upper floors present""]",1,0,1.0,1.0,,3
158,578964,Retail,2352,29181.0,2,0,0,0,"[""CMU load bearing walls, steel columns, steel stud partition framing""]","[""No upper floors present""]",1,0,1.0,1.0,33.0,3
159,578963,Retail,2144,29180.0,3,0,0,0,"[""CMU load bearing walls, steel columns, steel stud partition framing""]","[""No upper floors present""]",1,0,1.0,1.0,33.0,3
160,401263,Retail,10,71323.0,3,0,0,0,"[""Conventional steel framing, isolated CMU, steel stud partition framing""]","[""No upper floors present""]",1,0,1.0,1.0,,3
161,465302,Retail,9973,32506.0,3,0,0,0,"[""Steel-framed""]","[""No upper floors present""]",0,0,1.0,1.0,,3
162,439609,Retail,18,19097.0,2,0,0,0,"[""Conventional steel framing, isolated CMU, steel stud partition framing""]","[""No upper floors present""]",1,0,1.0,0.0,,3
163,473508,Retail,4042,60435.0,2,0,0,0,"[""Steel-framed""]","[""No upper floors present""]",0,0,1.0,0.0,,3
164,585903,Retail,4136,78245.0,4,0,0,0,"[""Steel-framed"", ""Light-gauge steel""]","[""No upper floors present""]",0,0,1.0,1.0,18.0,3
165,585508,Retail,9301,78840.0,4,0,0,0,"[""Steel-framed""]","[""No upper floors present""]",0,0,1.0,1.0,5.0,3
166,377788,Retail,18,46268.0,2,1,1,1,"[""Conventional wood stud platform""]","[""Conventional wood frame and wood decking ""]",0,0,2.0,1.0,,3
169,459277,Retail,34138,53718.0,2,0,0,0,"[""Conventional steel framing, isolated CMU, steel stud partition framing""]","[""Cast-in-place concrete with concrete decking""]",1,0,1.0,1.0,,3
171,377437,Retail,62396,30309.0,3,0,0,0,"[""Precast concrete wall panels, concrete columns, steel stud partition framing""]","[""Cast-in-place concrete with concrete decking"", ""Conventional steel frame and metal deck with concrete fill""]",1,0,3.0,1.0,,3
172,459279,Retail,21624,53095.0,2,0,0,0,"[""Conventional steel framing, isolated CMU, steel stud partition framing""]","[""Precast concrete T's""]",1,0,1.0,1.0,,3
173,412230,Retail,10,48442.0,2,0,0,0,"[""Concrete masonry unit load bearing walls with interior steel columns""]","[""No upper floors present""]",1,0,1.0,11.0,,3
174,410553,Retail,25654,33127.0,3,0,0,0,"[""Concrete masonry unit load bearing walls with interior steel columns""]","[""Steel-framed with steel decking and concrete topping""]",1,0,2.0,4.0,,3
175,537276,Retail,10500,67801.0,2,0,0,0,"[""Pre-engineered steel structure""]","[""No upper floors present""]",0,0,1.0,1.0,,3
176,315266,Retail,8409,20155.0,3,1,1,1,"[""Wood-framed""]","[""Wood-framing with wood decking""]",0,0,1.0,1.0,,3
177,404395,Retail,32,18202.0,1,0,0,0,"[""Concrete masonry unit load bearing walls with interior steel columns""]","[""No upper floors present""]",1,0,1.0,5.0,,3
179,583592,Retail,113010,85365.0,4,0,0,0,"[""Steel-framed""]","[""No upper floors present""]",0,0,1.0,1.0,,3
180,581121,Retail,12583,45404.0,2,0,0,0,"[""Concrete masonry unit load bearing walls with interior steel columns""]","[""No upper floors present""]",1,0,1.0,1.0,33.0,3
181,448169,Retail,3570,55303.0,2,0,0,0,"[""CMU load-bearing exterior wall, concrete columns, steel stud partition framing""]","[""No upper floors present""]",1,0,1.0,1.0,,3
182,576757,Retail,12320,60097.0,2,0,0,0,"[""Concrete masonry unit load bearing walls with interior steel columns"", ""Steel-framed""]","[""No upper floors present""]",1,0,1.0,1.0,,3
184,572418,Retail,14375,30290.0,3,0,0,0,"[""Concrete masonry unit load bearing walls with interior steel columns""]","[""Open-web steel joists with steel decking""]",1,0,1.0,1.0,,3
185,563581,Retail,9348,23707.0,3,0,0,0,"[""CMU load bearing walls, steel columns, steel stud partition framing""]","[""No upper floors present""]",1,0,1.0,1.0,,3
186,384587,Retail,112,3581.0,1,0,0,0,"[""Concrete masonry unit load bearing walls with interior steel columns""]","[""Open-web steel joists with steel decking""]",1,0,1.0,7.0,,3
188,432685,Retail,48,33176.0,3,0,0,0,"[""Concrete masonry unit load bearing walls with interior steel columns""]","[""Cast-in-place concrete with concrete decking""]",1,0,2.0,29.0,,3
189,350701,Retail,19,33137.0,3,0,0,0,"[""Conventional steel framing, isolated CMU, steel stud partition framing""]","[""Cast-in-place concrete with concrete decking"", ""Conventional steel frame and metal deck with concrete fill""]",1,0,2.0,4.0,,3
190,578932,Retail,24161,29303.0,3,0,0,0,"[""Pre-engineered steel structure""]","[""Conventional steel frame and metal deck with concrete fill""]",1,0,1.0,1.0,,3
191,441205,Retail,16,48038.0,2,0,0,0,"[""CMU load bearing walls, steel columns, steel stud partition framing""]","[""No upper floors present""]",1,0,1.0,1.0,,3
192,583553,Retail,10851,31210.0,3,0,0,0,"[""Steel-framed""]","[""No upper floors present""]",0,0,1.0,1.0,50.0,3
193,422038,Retail,2762,45315.0,2,0,1,0,"[""Conventional wood stud platform""]","[""No upper floors present""]",0,0,1.0,1.0,,3
194,405607,Retail,10,63141.0,2,0,0,0,"[""Conventional steel framing, isolated CMU, steel stud partition framing""]","[""Open-web steel joists and metal decking with concrete fill""]",1,0,2.0,4.0,,3
