,project_id,property_type,sqft,zip,region,has_wood_frame,has_vert_wood_frame,has_horz_wood_frame,wf_vertconst,wf_horzconst,has_concrete,has_glu,num_floors,num_tenants,age
0,451165,Retail,12808,46123,MW,0,0,0,"[""Conventional steel framing, isolated CMU, steel stud partition framing""]","[""No upper floors present""]",1,0,One,4,
1,350106,Retail,10958,43055,MW,1,0,1,"[""Concrete masonry unit load bearing walls with interior steel columns"", ""Light-gauge steel""]","[""Wood-framing with wood decking""]",1,0,1,1,
2,384179,Retail,13,46360,MW,0,0,0,"[""Steel-framed""]","[""Open-web steel joists with steel decking""]",0,0,1,one,
3,402102,Retail,82,06902,NE,0,0,0,"[""Steel-framed""]","[""Steel-framed with steel decking and concrete topping""]",1,0,1,One,
4,417214,Retail,11204,44062,MW,0,0,0,"[""CMU load bearing walls, steel columns, steel stud partition framing""]","[""No upper floors present""]",1,0,1,1,
5,323987,Retail,25,94114,W,0,0,0,"[""Cast-in-place exterior concrete walls & interior columns, steel stud partition framing""]","[""Cast-in-place concrete with post tension concrete slabs""]",1,0,Two with rooftop parking ,Three ,
6,409030,Retail,45919,33624,SE,0,0,0,"[""Concrete tilt-up perimeter walls with interior steel columns""]","[""Other"", ""a mezzanine level located at the southeast corner of the structure. ""]",1,0,1 with mezzanine,1,
7,424356,Retail,17,95212,W,0,0,0,"[""Cast-in-place concrete""]","[""No upper floors present""]",1,0,One,One,
8,509677,Retail,10500,72512,SE,0,0,0,"[""Conventional steel framing, isolated CMU, steel stud partition framing""]","[""No upper floors present""]",1,0,1,1,
9,376933,Retail,3231,92672,W,0,0,0,"[""Steel-framed""]","[""No upper floors present""]",0,0,One,One,
10,391598,Retail,12467,37354,SE,0,0,0,"[""Masonry wythe bearing walls, steel columns, steel stud partition framing""]","[""No upper floors present""]",0,0,1,One,
11,494184,Retail,2000,77598,SW,0,0,0,"[""CMU load bearing walls, steel columns, steel stud partition framing""]","[""Open-web steel joists and metal decking with concrete fill""]",1,0,2,0,
12,507879,Retail,45200,78207,SW,0,0,0,"[""Precast concrete wall panels, concrete columns, steel stud partition framing""]","[""Mezzanine: Steel-framed and metal grating""]",1,0,One with mezzanine ,1,
13,573301,Retail,10531,73028,SW,0,0,0,"[""Pre-engineered steel structure""]","[""No upper floors present""]",0,0,1,1,
14,576666,Retail,9984,79835,SW,0,0,0,"[""Steel-framed""]","[""No upper floors present""]",0,0,One,1,
15,579819,Retail,10640,60960,MW,0,0,0,"[""Pre-engineered steel structure""]","[""No upper floors present""]",0,0,One,1,
16,578996,Retail,2586,29853,SE,0,0,0,"[""Cast-in-place exterior concrete walls & interior columns, steel stud partition framing""]","[""No upper floors present""]",1,0,One,1,35
17,579418,Retail,10640,54745,MW,0,0,0,"[""Pre-engineered steel structure""]","[""No upper floors present""]",0,0,One,1,1
18,579415,Retail,10640,53910,MW,0,0,0,"[""Pre-engineered steel structure""]","[""No upper floors present""]",0,0,One,1,1
19,578998,Retail,3370,29945,SE,0,0,0,"[""CMU load bearing walls, steel columns, steel stud partition framing""]","[""No upper floors present""]",1,0,One,1,
20,579417,Retail,10750,54111,MW,0,0,0,"[""Pre-engineered steel structure""]","[""No upper floors present""]",0,0,One,1,
21,578277,Retail,10500,77662,SW,0,0,0,"[""Conventional steel framing, isolated CMU, steel stud partition framing""]","[""No upper floors present""]",1,0,One,1,
22,577861,Retail,10640,64866,MW,0,0,0,"[""Pre-engineered steel structure""]","[""No upper floors present""]",0,0,One,1,
23,578997,Retail,2410,29210,SE,0,0,0,"[""CMU load bearing walls, steel columns, steel stud partition framing""]","[""No upper floors present""]",1,0,1,1,
24,363231,Retail,12738,12189,NE,0,0,0,"[""Concrete masonry unit load bearing walls with interior steel columns""]","[""Steel-framed with steel decking""]",1,0,one,One,
25,441621,Retail,2950,79936,SW,1,1,0,"[""Wood post-and-beam framing, wood stud framing""]","[""No upper floors present""]",0,0,1,None present,
26,564422,Retail,10500,32420,SE,0,0,0,"[""Conventional steel framing, isolated CMU, steel stud partition framing""]","[""No upper floors present""]",1,0,One,0,
27,564427,Retail,10607,35960,SE,0,0,0,"[""Pre-engineered steel structure"", ""Conventional steel framing, isolated CMU, steel stud partition framing""]","[""No upper floors present""]",1,0,One,1,
28,565640,Retail,10500,27892,SE,0,0,0,"[""Pre-engineered steel structure""]","[""No upper floors present""]",0,0,1,1,
29,564096,Retail,97582,61354,MW,0,0,0,"[""Concrete masonry unit load bearing walls with interior steel columns""]","[""No upper floors present""]",1,0,One,1,
30,370368,Retail,42,97302,W,0,0,0,"[""CMU load bearing walls, steel columns, steel stud partition framing""]","[""No upper floors present""]",1,0,One,1,
31,417709,Retail,6400,80921,W,0,0,0,"[""Steel-framed""]","[""No upper floors present""]",0,0,One,one,
34,452936,Retail,4200,90069,W,1,0,1,"[""Concrete masonry unit load bearing walls with interior steel columns""]","[""Wood-framing with wood decking and concrete topping""]",1,0,Two,1,
36,448870,Retail,3600,07440,NE,0,0,0,"[""Steel-framed""]","[""No upper floors present""]",0,0,1,1,
37,444352,Retail,3830,88011,SW,0,1,0,"[""Conventional wood stud platform with isolated CMU""]","[""No upper floors present""]",1,0,1,1,
38,427876,Retail,5000,37167,SE,0,0,0,"[""Steel-framed""]","[""No upper floors present""]",0,0,1,1,
39,454075,Retail,96000,60462,MW,0,0,0,"[""Concrete masonry unit load bearing walls with interior steel columns""]","[""No upper floors present""]",1,0,1,11,
40,415095,Retail,7265,28086,SE,0,0,0,"[""CMU load bearing walls, steel columns, steel stud partition framing""]","[""No upper floors present""]",1,0,1,None present,
42,434387,Retail,20,18042,NE,0,0,0,"[""Steel-framed""]","[""Steel-framed with steel decking and concrete topping""]",1,0,One with partial mezzanine ,Two; CVS Pharmacy (1520 Northampton Street) and Subway (1500 Northampton Street),
43,496569,Retail,43249,98444,W,1,0,1,"[""Tilt-up concrete walls & CIP columns, steel stud framing""]","[""Conventional wood frame and wood decking ""]",1,0,Two,,
44,473083,Retail,7765,78516,SW,0,0,0,"[""Pre-fab metal""]","[""No upper floors present""]",0,0,One,1,
45,357520,Retail,10282,77020,SW,0,0,0,"[""Steel-framed""]","[""Steel-framed with steel decking""]",0,0,one,one,
46,350714,Retail,15,33137,SE,0,0,0,"[""CMU load bearing walls, steel columns, steel stud partition framing""]","[""Conventional steel frame and metal deck with concrete fill""]",1,0,Two,Three,
47,407612,Retail,9572,79764,SW,0,0,0,"[""Steel-framed""]","[""No upper floors present""]",0,0,One,One,
48,416382,Retail,16,72206,SE,0,0,0,"[""Light-gauge steel""]","[""No upper floors present""]",0,0,One,2,
49,435378,Retail,9100,88030,SW,0,0,0,"[""Concrete masonry unit load bearing walls with interior steel columns"", ""Steel-framed""]","[""No upper floors present""]",1,0,1,None present,
50,442567,Retail,32788,38103,SE,1,0,1,"[""Concrete masonry unit load bearing walls with interior steel columns""]","[""Wood-framing with wood decking and concrete topping""]",1,0,two,2,
51,459274,Retail,40017,53224,MW,0,0,0,"[""CMU load bearing walls, steel columns, steel stud partition framing""]","[""Conventional steel frame and metal deck with concrete fill""]",1,0,Two ,1,
52,395938,Retail,7512,68110,MW,0,0,0,"[""Steel-framed""]","[""No upper floors present""]",0,0,One,One,
54,456831,Retail,5500,75061,SW,1,1,0,"[""Wood-framed""]","[""No upper floors present""]",0,0,One,2,
55,590970,Retail,10532,30450,SE,0,0,0,"[""Pre-engineered steel structure""]","[""No upper floors present""]",0,0,One,1,0
56,474588,Retail,10566,47542,MW,0,0,0,"[""Conventional steel framing, isolated CMU, steel stud partition framing""]","[""No upper floors present""]",1,0,1,1,
57,508034,Retail,121148,29223,SE,0,0,0,"[""CMU load bearing walls, steel columns, steel stud partition framing""]","[""No upper floors present""]",1,0,1,1,
59,366507,Retail,40,91101,W,0,0,0,"[""Other"", ""Cast-in place reinforced concrete perimeter bearing walls""]","[""Cast-in-place concrete with concrete decking""]",1,0,Two,Four,
60,384269,Retail,87,84015,W,0,0,0,"[""Tilt-up concrete walls & CIP columns, steel stud framing""]","[""Light-gauge steel and metal decking with concrete fill""]",1,0,One with mezzanine storage level,One,
61,508029,Retail,8320,84654,W,0,0,0,"[""Conventional steel framing, isolated CMU, steel stud partition framing""]","[""No upper floors present""]",1,0,One,1,
62,382805,Retail,16,80206,W,0,0,0,"[""Masonry wythe bearing walls, steel columns, steel stud partition framing""]","[""Open-web steel joists and metal decking with concrete fill""]",1,0,three,Six,
63,492992,Retail,3500,87507,SW,0,0,0,"[""Light-gauge steel studs, CMU center core""]","[""No upper floors present""]",1,0,1,1,
64,414412,Retail,4623,11101,NE,0,0,0,"[""Conventional steel framing, isolated CMU, steel stud partition framing""]","[""Conventional steel frame and metal deck with concrete fill""]",1,0,2 with a cellar,1,
65,373716,Retail,37,33761,SE,0,0,0,"[""Concrete tilt-up perimeter walls with interior steel columns""]","[""No upper floors present""]",1,0,One,16,
66,365255,Retail,43,48603,MW,1,0,1,"[""CMU load bearing walls, steel columns, steel stud partition framing""]","[""Conventional wood frame and wood decking ""]",1,0,One,One,
67,302639,Retail,74,14411,NE,0,0,0,"[""CMU load bearing walls, steel columns, steel stud partition framing""]","[""Conventional steel frame and metal deck with concrete fill""]",1,0,1,5,
69,458624,Retail,10132,15216,NE,0,0,0,"[""Concrete masonry unit load bearing walls with interior steel columns""]","[""No upper floors present""]",1,0,One,1,
70,335481,Retail,1770,37146,SE,0,0,0,"[""Precast concrete wall panels, steel columns, steel stud framing""]","[""Cast-in-place concrete with post tension concrete slabs""]",1,0,One,1,
71,518483,Retail,10500,71454,SE,0,0,0,"[""Conventional steel framing, isolated CMU, steel stud partition framing""]","[""No upper floors present""]",1,0,1,1,
72,541840,Retail,54232,85213,SW,0,0,0,"[""CMU load bearing walls, steel columns, steel stud partition framing""]","[""Light-gauge steel and metal decking with concrete fill""]",1,0,"One, plus mezzanine level (450-SF)",0,
73,541839,Retail,58000,85209,SW,0,0,0,"[""CMU load bearing walls, steel columns, steel stud partition framing""]","[""No upper floors present""]",1,0,One,0,
74,508031,Retail,12600,45663,MW,0,0,0,"[""Conventional steel framing, isolated CMU, steel stud partition framing""]","[""No upper floors present""]",1,0,One,1,
75,507948,Retail,59373,70785,SE,0,0,0,"[""CMU load bearing walls, steel columns, steel stud partition framing""]","[""No upper floors present""]",1,0,1,0,
76,507893,Retail,19185,67010,MW,0,0,0,"[""CMU load bearing walls, steel columns, steel stud partition framing""]","[""No upper floors present""]",1,0,1,1,
77,471359,Retail,10981,65025,MW,0,0,0,"[""Steel-framed""]","[""No upper floors present""]",0,0,One,1,
78,473146,Retail,1578,68122,MW,0,1,0,"[""Conventional wood stud platform""]","[""Conventional steel frame and metal deck with concrete fill""]",1,0,One,1,
79,382228,Retail,9170,38016,SE,0,0,0,"[""Steel-framed""]","[""No upper floors present""]",0,0,1,1,
81,436992,Retail,108054,77414,SW,1,0,1,"[""Concrete tilt-up perimeter walls with interior steel columns""]","[""Wood-framing with wood decking""]",1,0,One,9,
82,418458,Retail,2250,79549,SW,0,0,0,"[""Steel-framed""]","[""No upper floors present""]",0,0,1 with basement (pit area) and mezzanine,1,
83,428748,Retail,45,29710,SE,0,0,0,"[""Concrete masonry unit load bearing walls with interior steel columns""]","[""No upper floors present""]",1,0,1,10,
84,413282,Retail,8600,33135,SE,0,0,0,"[""Concrete masonry unit load bearing walls with interior steel columns""]","[""Steel-framed with steel decking and concrete topping""]",1,0,2,1,
85,443042,Retail,2916,48188,MW,1,1,0,"[""Wood-framed""]","[""No upper floors present""]",0,0,One,1,
86,382568,Retail,10,91105,W,0,0,0,"[""Masonry wythe bearing walls, steel columns, steel stud partition framing""]","[""No upper floors present""]",0,0,One,One,
88,406319,Retail,6000,48336,MW,0,0,0,"[""Concrete masonry unit load bearing walls with interior steel columns""]","[""Steel-framed with steel decking""]",1,0,1,1,
89,443562,Retail,11944,49007,MW,0,0,0,"[""CMU load-bearing exterior wall, concrete columns, steel stud partition framing""]","[""No upper floors present""]",1,0,One,One,
91,324357,Retail,8000,49203,MW,0,0,0,"[""Concrete masonry unit load bearing walls with interior steel columns""]","[""Steel-framed with steel decking and concrete topping""]",1,0,One,One,
92,390016,Retail,24,33139,SE,0,0,0,"[""CMU load bearing walls, steel columns, steel stud partition framing""]","[""Open-web steel joists and metal decking with concrete fill""]",1,0,Two,One,
94,350733,Retail,21,33137,SE,0,0,0,"[""CMU load-bearing exterior wall, concrete columns, steel stud partition framing""]","[""Cast-in-place concrete with post tension concrete slabs""]",1,0,Three plus roof terrace,2,
95,414578,Retail,9180,41169,SE,0,0,0,"[""Pre-fab metal""]","[""No upper floors present""]",0,0,One,1,
97,441727,Retail,16,90028,W,1,0,1,"[""Concrete masonry unit load bearing walls with interior steel columns""]","[""Wood-framing with wood decking""]",1,0,1,9,
98,350098,Retail,10916,30165,SE,0,0,0,"[""Concrete masonry unit load bearing walls with interior steel columns""]","[""Open-web steel joists with steel decking""]",1,0,"One with Mezzanine 

",One ,
99,550552,Retail,2266,28779,SE,0,0,0,"[""Pre-engineered steel structure""]","[""Conventional steel frame and metal deck with concrete fill""]",1,0,One,1,
100,297390,Retail,1676,51301,MW,1,1,0,"[""Wood-framed""]","[""Cast-in-place concrete with concrete decking""]",1,0,One,Single user building,
101,453420,Retail,9100,34208,SE,0,0,0,"[""Pre-fab metal""]","[""No upper floors present""]",0,0,One,1,
102,327450,Retail,1560,64063,MW,0,0,0,"[""Conventional steel framing, isolated CMU, steel stud partition framing""]","[""Conventional steel frame and metal deck with concrete fill""]",1,0,one,one,
103,456905,Retail,101532,60411,MW,0,0,0,"[""Concrete tilt-up perimeter walls with interior steel columns""]","[""No upper floors present""]",1,0,1,9,
104,464409,Retail,22152,77037,SW,0,0,0,"[""CMU load bearing walls, steel columns, steel stud partition framing""]","[""No upper floors present""]",1,0,One,1,
105,463117,Retail,3600,29053,SE,0,0,0,"[""CMU load bearing walls, steel columns, steel stud partition framing""]","[""No upper floors present""]",1,0,One,1,
106,449591,Retail,40000,94928,W,0,0,0,"[""Conventional steel framing, isolated CMU, steel stud partition framing""]","[""No upper floors present""]",1,0,One,1,
107,527957,Retail,49680,84094,W,0,0,0,"[""CMU load bearing walls, steel columns, steel stud partition framing""]","[""Cast-in-place concrete with concrete decking""]",1,0,1,1,
108,470570,Retail,3040,81047,W,1,1,0,"[""Wood post-and-beam framing, wood stud framing""]","[""No upper floors present""]",0,0,One,1,
109,470567,Retail,2402,81212,W,0,0,0,"[""CMU load-bearing exterior wall, concrete columns, steel stud partition framing""]","[""No upper floors present""]",1,0,One,1,
110,473517,Retail,9605,61364,MW,1,0,1,"[""Steel-framed""]","[""Wood-framing with wood decking""]",0,0,1,1,
111,473777,Retail,4500,03038,NE,0,0,0,"[""Concrete masonry unit load bearing walls with interior steel columns""]","[""No upper floors present""]",1,0,One with basement,1,
112,378084,Retail,20,64640,MW,1,1,0,"[""Wood-framed""]","[""No upper floors present""]",0,0,One,One,
113,567667,Retail,18984,15904,NE,0,0,0,"[""Concrete masonry unit load bearing walls with interior steel columns""]","[""No upper floors present""]",1,0,One,1,
114,523903,Retail,10500,80654,W,0,0,0,"[""Conventional steel framing, isolated CMU, steel stud partition framing""]","[""No upper floors present""]",1,0,1,1,
115,350109,Retail,10000,08533,NE,0,0,0,"[""Steel-framed""]","[""Steel-framed with steel decking""]",0,0,One,One,
116,507998,Retail,16450,33912,SE,0,0,0,"[""Conventional steel framing, isolated CMU, steel stud partition framing""]","[""No upper floors present""]",1,0,Single-story,,
117,537507,Retail,10500,77905,SW,0,0,0,"[""Conventional steel framing, isolated CMU, steel stud partition framing""]","[""No upper floors present""]",1,0,One,1,
118,415373,Retail,2164,84604,W,0,1,0,"[""Conventional wood stud platform with isolated CMU""]","[""No upper floors present""]",1,0,1,None present,
120,350150,Retail,180,60443,MW,0,0,0,"[""CMU load bearing walls, steel columns, steel stud partition framing""]","[""Conventional steel frame and metal deck with concrete fill""]",1,0,Two,30,
121,325266,Retail,135,33034,SE,0,0,0,"[""Concrete masonry unit load bearing walls with interior steel columns""]","[""Open-web steel joists with steel decking""]",1,0,Two (Mezzanine),Single tenant,
122,579835,Retail,10640,31794,SE,0,0,0,"[""Pre-engineered steel structure""]","[""No upper floors present""]",0,0,One,1,
123,578979,Retail,2302,28527,SE,0,0,0,"[""CMU load bearing walls, steel columns, steel stud partition framing""]","[""No upper floors present""]",1,0,One,1,
124,578967,Retail,2384,29205,SE,0,0,0,"[""CMU load-bearing exterior wall, concrete columns, steel stud partition framing""]","[""No upper floors present""]",1,0,One,1,
125,578970,Retail,2432,29169,SE,0,0,0,"[""CMU load bearing walls, steel columns, steel stud partition framing""]","[""No upper floors present""]",1,0,One,1,
126,489788,Retail,2552,77346,SW,0,0,0,"[""Steel-framed"", ""Light-gauge steel""]","[""No upper floors present""]",0,0,One,1,
127,374283,Retail,22,73110,SW,0,0,0,"[""CMU load bearing walls, steel columns, steel stud partition framing""]","[""No upper floors present""]",1,0,one,one,
128,459126,Retail,10500,72641,SE,0,0,0,"[""Conventional steel framing, isolated CMU, steel stud partition framing""]","[""No upper floors present""]",1,0,One,2,
129,383231,Retail,10,68046,MW,1,1,0,"[""Wood-framed""]","[""No upper floors present""]",0,0,one,None present,
130,568547,Retail,9100,46615,MW,0,0,0,"[""Pre-fab metal""]","[""No upper floors present""]",0,0,1,1,
131,577627,Retail,11500,29927,SE,0,0,0,"[""Pre-engineered steel structure"", ""Conventional steel framing, isolated CMU, steel stud partition framing""]","[""No upper floors present""]",1,0,One,1,
132,574503,Retail,10566,64861,MW,0,0,0,"[""Pre-engineered steel structure""]","[""No upper floors present""]",0,0,One,1,
133,446605,Retail,12448,33462,SE,0,0,0,"[""CMU load-bearing exterior wall, concrete columns, steel stud partition framing""]","[""Mezzanine: Steel-framed and metal grating""]",1,0,One with mezzanine,1,
134,522697,Retail,34569,45240,MW,0,0,0,"[""CMU load bearing walls, steel columns, steel stud partition framing""]","[""No upper floors present""]",1,0,One,1,
135,522226,Retail,10500,75974,SW,0,0,0,"[""Conventional steel framing, isolated CMU, steel stud partition framing""]","[""No upper floors present""]",1,0,One,1,
136,522695,Retail,36093,84062,W,0,0,0,"[""Precast concrete wall panels, steel columns, steel stud framing""]","[""No upper floors present""]",1,0,1,1,
137,433449,Retail,49,93561,W,0,0,0,"[""Concrete masonry unit load bearing walls with interior steel columns""]","[""No upper floors present""]",1,0,One,One,
138,443240,Retail,57,01510,NE,0,0,0,"[""Concrete masonry unit load bearing walls with interior steel columns""]","[""No upper floors present""]",1,0,One,One (strip mall or north side and Family Dollar are reportedly not part of the collateral),
139,484097,Retail,10590,73077,SW,0,0,0,"[""Conventional steel framing, isolated CMU, steel stud partition framing""]","[""No upper floors present""]",1,0,1,1,
140,483611,Retail,11000,17522,NE,0,0,0,"[""Conventional steel framing, isolated CMU, steel stud partition framing""]","[""Mezzanine: Steel-framed and metal grating""]",1,0,One,1,
141,547554,Retail,9249,60617,MW,0,0,0,"[""Concrete masonry unit load bearing walls with interior steel columns""]","[""No upper floors present""]",1,0,One,1,
142,445787,Retail,10500,67349,MW,0,1,0,"[""Conventional wood stud platform""]","[""No upper floors present""]",0,0,One,1,
143,382092,Retail,12,02871,NE,0,0,0,"[""Steel-framed""]","[""Steel-framed with steel decking""]",0,0,One,Owner Occupied,
144,429293,Retail,22,60174,MW,0,0,0,"[""CMU load bearing walls, steel columns, steel stud partition framing""]","[""Mezzanine: Steel-framed and metal grating""]",1,0,One,One,
145,407712,Retail,61,53590,MW,0,0,0,"[""Concrete masonry unit load bearing walls with interior steel columns""]","[""No upper floors present""]",1,0,1,One,
146,381967,Retail,14,66226,MW,0,0,0,"[""Concrete masonry unit load bearing walls with interior steel columns""]","[""No upper floors present""]",1,0,1,1,
147,446563,Retail,13218,11570,NE,0,0,0,"[""Concrete masonry unit load bearing walls with interior steel columns""]","[""Steel-framed with steel decking and concrete topping""]",1,0,Three,2,
149,573321,Retail,7300,61614,MW,1,1,1,"[""Wood post-and-beam framing, wood stud framing""]","[""Wood plank-and-beam framing""]",0,0,1,1,
150,574362,Retail,10488,86025,SW,0,0,0,"[""Conventional steel framing, isolated CMU, steel stud partition framing""]","[""No upper floors present""]",1,0,single story,1,
151,562789,Retail,10500,53805,MW,0,0,0,"[""Pre-engineered steel structure""]","[""No upper floors present""]",0,0,One,1,
152,410170,Retail,86,29072,SE,1,0,1,"[""CMU load bearing walls, steel columns, steel stud partition framing""]","[""Conventional wood frame and wood decking ""]",1,0,One with storage mezzanine in rear of the store,One,
153,583567,Retail,29776,77053,SW,0,0,0,"[""Pre-fab metal""]","[""No upper floors present""]",0,0,1,1,
154,562717,Retail,7810,75640,SW,0,0,0,"[""Steel-framed""]","[""No upper floors present""]",0,0,one,1,
155,414285,Retail,8316,73527,SW,0,0,0,"[""Steel-framed""]","[""No upper floors present""]",0,0,One,One,
156,578965,Retail,4265,29182,W,0,0,0,"[""Pre-engineered steel structure""]","[""No upper floors present""]",0,0,One ,1,33
157,578978,Retail,2734,28560,SE,0,0,0,"[""Conventional steel framing, isolated CMU, steel stud partition framing""]","[""No upper floors present""]",1,0,1,1,
158,578964,Retail,2352,29181,W,0,0,0,"[""CMU load bearing walls, steel columns, steel stud partition framing""]","[""No upper floors present""]",1,0,One,1,33
159,578963,Retail,2144,29180,SE,0,0,0,"[""CMU load bearing walls, steel columns, steel stud partition framing""]","[""No upper floors present""]",1,0,One,1,33
160,401263,Retail,10,71323,SE,0,0,0,"[""Conventional steel framing, isolated CMU, steel stud partition framing""]","[""No upper floors present""]",1,0,1,None present,
161,465302,Retail,9973,32506,SE,0,0,0,"[""Steel-framed""]","[""No upper floors present""]",0,0,One,1,
162,439609,Retail,18,19097,W,0,0,0,"[""Conventional steel framing, isolated CMU, steel stud partition framing""]","[""No upper floors present""]",1,0,One,0,
163,473508,Retail,4042,60435,MW,0,0,0,"[""Steel-framed""]","[""No upper floors present""]",0,0,one,0,
164,585903,Retail,4136,78245,SW,0,0,0,"[""Steel-framed"", ""Light-gauge steel""]","[""No upper floors present""]",0,0,One,1,18
165,585508,Retail,9301,78840,SW,0,0,0,"[""Steel-framed""]","[""No upper floors present""]",0,0,One,1,5
166,377788,Retail,18,46268,MW,1,1,1,"[""Conventional wood stud platform""]","[""Conventional wood frame and wood decking ""]",0,0,Two,One,
169,459277,Retail,34138,53718,MW,0,0,0,"[""Conventional steel framing, isolated CMU, steel stud partition framing""]","[""Cast-in-place concrete with concrete decking""]",1,0,One with limited parts/ break room mezzanine,1,
171,377437,Retail,62396,30309,SE,0,0,0,"[""Precast concrete wall panels, concrete columns, steel stud partition framing""]","[""Cast-in-place concrete with concrete decking"", ""Conventional steel frame and metal deck with concrete fill""]",1,0,Three,1,
172,459279,Retail,21624,53095,MW,0,0,0,"[""Conventional steel framing, isolated CMU, steel stud partition framing""]","[""Precast concrete T's""]",1,0,One plus mezzanine,1,
173,412230,Retail,10,48442,MW,0,0,0,"[""Concrete masonry unit load bearing walls with interior steel columns""]","[""No upper floors present""]",1,0,One,Single tenant,
174,410553,Retail,25654,33127,SE,0,0,0,"[""Concrete masonry unit load bearing walls with interior steel columns""]","[""Steel-framed with steel decking and concrete topping""]",1,0,Two,Four,
175,537276,Retail,10500,67801,MW,0,0,0,"[""Pre-engineered steel structure""]","[""No upper floors present""]",0,0,1,1,
176,315266,Retail,8409,20155,SE,1,1,1,"[""Wood-framed""]","[""Wood-framing with wood decking""]",0,0,One,One,
177,404395,Retail,32,18202,NE,0,0,0,"[""Concrete masonry unit load bearing walls with interior steel columns""]","[""No upper floors present""]",1,0,One,Five,
179,583592,Retail,113010,85365,SW,0,0,0,"[""Steel-framed""]","[""No upper floors present""]",0,0,1,1,
180,581121,Retail,12583,45404,MW,0,0,0,"[""Concrete masonry unit load bearing walls with interior steel columns""]","[""No upper floors present""]",1,0,One with a mezzanine storage area,1,33
181,448169,Retail,3570,55303,MW,0,0,0,"[""CMU load-bearing exterior wall, concrete columns, steel stud partition framing""]","[""No upper floors present""]",1,0,1,None present,
182,576757,Retail,12320,60097,MW,0,0,0,"[""Concrete masonry unit load bearing walls with interior steel columns"", ""Steel-framed""]","[""No upper floors present""]",1,0,One,1,
184,572418,Retail,14375,30290,SE,0,0,0,"[""Concrete masonry unit load bearing walls with interior steel columns""]","[""Open-web steel joists with steel decking""]",1,0,"One, with mezzanine area",1,
185,563581,Retail,9348,23707,SE,0,0,0,"[""CMU load bearing walls, steel columns, steel stud partition framing""]","[""No upper floors present""]",1,0,1,1,
186,384587,Retail,112,03581,NE,0,0,0,"[""Concrete masonry unit load bearing walls with interior steel columns""]","[""Open-web steel joists with steel decking""]",1,0,"One
",Seven,
188,432685,Retail,48,33176,SE,0,0,0,"[""Concrete masonry unit load bearing walls with interior steel columns""]","[""Cast-in-place concrete with concrete decking""]",1,0,Two,29,
189,350701,Retail,19,33137,SE,0,0,0,"[""Conventional steel framing, isolated CMU, steel stud partition framing""]","[""Cast-in-place concrete with concrete decking"", ""Conventional steel frame and metal deck with concrete fill""]",1,0,Two,4,
190,578932,Retail,24161,29303,SE,0,0,0,"[""Pre-engineered steel structure""]","[""Conventional steel frame and metal deck with concrete fill""]",1,0,One with mezzanine,1,
191,441205,Retail,16,48038,W,0,0,0,"[""CMU load bearing walls, steel columns, steel stud partition framing""]","[""No upper floors present""]",1,0,One,One,
192,583553,Retail,10851,31210,SE,0,0,0,"[""Steel-framed""]","[""No upper floors present""]",0,0,One,1,50
193,422038,Retail,2762,45315,MW,0,1,0,"[""Conventional wood stud platform""]","[""No upper floors present""]",0,0,One,One,
194,405607,Retail,10,63141,MW,0,0,0,"[""Conventional steel framing, isolated CMU, steel stud partition framing""]","[""Open-web steel joists and metal decking with concrete fill""]",1,0,Two-stories,Two (2),
197,452614,Retail,60187,60031,MW,0,0,0,"[""Concrete masonry unit load bearing walls with interior steel columns"", ""Steel-framed""]","[""No upper floors present""]",1,0,One,6,
198,374926,Retail,3063,32937,SE,0,0,0,"[""CMU load bearing walls, steel columns, steel stud partition framing""]","[""No upper floors present""]",1,0,One,One,
199,615874,Retail,237003,10065,NE,0,0,0,"[""Steel-framed""]","[""Steel-framed with steel decking and concrete topping""]",1,0,Two,8,
200,615011,Retail,10500,55750,MW,0,0,0,"[""Pre-engineered steel structure""]","[""No upper floors present""]",0,0,One ,1,1
202,434713,Retail,62,54302,MW,0,0,0,"[""CMU load bearing walls, steel columns, steel stud partition framing""]","[""Mezzanine: Steel-framed and metal grating""]",1,0,1: plus mechanical mezzanine,One,
203,508017,Retail,15623,76018,SW,0,0,0,"[""Tilt-up concrete walls & CIP columns, steel stud framing""]","[""No upper floors present""]",1,0,one,1,
204,382963,Retail,36,87002,SW,0,0,0,"[""Pre-fab metal""]","[""No upper floors present""]",0,0,1,1,
205,507898,Retail,13000,28403,SE,0,0,0,"[""CMU load bearing walls, steel columns, steel stud partition framing""]","[""Open-web steel joists and metal decking with concrete fill""]",1,0,1,1,
206,490714,Retail,3492,75568,SW,0,0,0,"[""Conventional steel framing, isolated CMU, steel stud partition framing""]","[""No upper floors present""]",1,0,One,1,
207,421982,Retail,80,60641,MW,0,0,0,"[""Cast-in-place exterior concrete walls & interior columns, steel stud partition framing""]","[""Cast-in-place concrete with concrete decking""]",1,0,2 (including basement),2,
208,566737,Retail,3515,92211,W,0,1,0,"[""Conventional wood stud platform with isolated CMU""]","[""No upper floors present""]",1,0,One,1,
209,431079,Retail,11,21061,NE,0,0,0,"[""Concrete masonry unit load bearing walls with interior steel columns""]","[""No upper floors present""]",1,0,One,One,
211,533644,Retail,21000,78582,SW,0,0,0,"[""CMU load bearing walls, steel columns, steel stud partition framing""]","[""No upper floors present""]",1,0,one,1,
